stock_code,risk_adjusted_return_score,momentun_score,price_volume_factor
sh600118,0.6840794828824515,0.9901320438767114,1.6742115267591628
sh600119,0.6839118984917405,0.9900592694804463,1.6739711679721867
sh600120,0.6837443141010294,0.9899864826003667,1.6737307967013961
sh600121,0.6835767297103184,0.9899136832312706,1.673490412941589
sh600122,0.6834091453196074,0.9898408713679523,1.6732500166875597
sh600123,0.6832415609288963,0.9897680470052029,1.6730096079340993
sh600125,0.6830739765381852,0.9896952101378101,1.6727691866759953
sh600126,0.6829063921474742,0.9896223607605583,1.6725287529080326
sh600127,0.6827388077567632,0.9895494988682277,1.672288306624991
sh600128,0.6825712233660521,0.989476624455596,1.672047847821648
sh600129,0.6824036389753411,0.9894037375174369,1.671807376492778
sh600130,0.6822360545846301,0.9893308380485206,1.6715668926331508
sh600131,0.682068470193919,0.9892579260436141,1.671326396237533
sh600132,0.681900885803208,0.9891850014974806,1.6710858873006886
sh600133,0.681733301412497,0.9891120644048802,1.6708453658173772
sh600135,0.6815657170217859,0.9890391147605693,1.6706048317823552
sh600136,0.6813981326310748,0.9889661525593006,1.6703642851903755
sh600137,0.6812305482403638,0.988893177795824,1.6701237260361879
sh600138,0.6810629638496528,0.9888201904648851,1.669883154314538
sh600139,0.6808953794589417,0.9887471905612267,1.6696425700201685
sh600141,0.6807277950682308,0.9886741780795876,1.6694019731478185
sh600143,0.6805602106775197,0.9886011530147032,1.669161363692223
sh600145,0.6803926262868087,0.9885281153613058,1.6689207416481144
sh600146,0.6802250418960977,0.9884550651141236,1.6686801070102213
sh600148,0.6800574575053866,0.9883820022678818,1.6684394597732684
sh600149,0.6798898731146756,0.9883089268173018,1.6681987999319774
sh600150,0.6797222887239646,0.9882358387571014,1.667958127481066
sh600151,0.6795547043332535,0.9881627380819954,1.667717442415249
sh600152,0.6793871199425424,0.9880896247866944,1.6674767447292367
sh600153,0.6792195355518315,0.9880164988659059,1.6672360344177375
sh600155,0.6790519511611204,0.9879433603143339,1.6669953114754543
sh600156,0.6788843667704093,0.9878702091266787,1.6667545758970879
sh600157,0.6787167823796983,0.9877970452976369,1.6665138276773352
sh600158,0.6785491979889873,0.9877238688219021,1.6662730668108894
sh600159,0.6783816135982762,0.9876506796941639,1.66603229329244
sh600160,0.6782140292075652,0.9875774779091083,1.6657915071166736
sh600161,0.6780464448168542,0.9875042634614183,1.6655507082782726
sh600162,0.6778788604261431,0.9874310363457729,1.665309896771916
sh600163,0.677711276035432,0.9873577965568475,1.6650690725922797
sh600165,0.6775436916447211,0.9872845440893142,1.6648282357340354
sh600166,0.67737610725401,0.9872112789378416,1.6645873861918514
sh600167,0.6772085228632989,0.9871380010970943,1.6643465239603932
sh600168,0.677040938472588,0.9870647105617337,1.6641056490343216
sh600169,0.6768733540818769,0.9869914073264175,1.6638647614082944
sh600170,0.6767057696911658,0.9869180913858001,1.663623861076966
sh600171,0.6765381853004548,0.986844762734532,1.6633829480349869
sh600172,0.6763706009097439,0.98677142136726,1.663142022277004
sh600173,0.6762030165190328,0.9866980672786279,1.6629010837976606
sh600176,0.6760354321283217,0.9866247004632751,1.6626601325915968
sh600177,0.6758678477376107,0.9865513209158383,1.6624191686534489
sh600178,0.6757002633468997,0.98647792863095,1.6621781919778496
sh600179,0.6755326789561886,0.9864045236032393,1.661937202559428
sh600180,0.6753650945654776,0.9863311058273315,1.661696200392809
sh600182,0.6751975101747666,0.9862576752978488,1.6614551854726154
sh600183,0.6750299257840555,0.9861842320094093,1.6612141577934647
sh600184,0.6748623413933444,0.9861107759566277,1.6609731173499722
sh600185,0.6746947570026335,0.986037307134115,1.6607320641367485
sh600186,0.6745271726119224,0.9859638255364788,1.660490998148401
sh600187,0.6743595882212113,0.9858903311583227,1.6602499193795341
sh600188,0.6741920038305003,0.9858168239942471,1.6600088278247473
sh600189,0.6740244194397893,0.9857433040388484,1.6597677234786377
sh600190,0.6738568350490782,0.9856697712867197,1.659526606335798
sh600191,0.6736892506583672,0.9855962257324503,1.6592854763908176
sh600192,0.6735216662676562,0.9855226673706259,1.659044333638282
sh600193,0.6733540818769451,0.9854490961958285,1.6588031780727737
sh600195,0.673186497486234,0.9853755122026365,1.6585620096888705
sh600196,0.6730189130955231,0.9853019153856247,1.658320828481148
sh600197,0.672851328704812,0.9852283057393643,1.6580796344441762
sh600198,0.6726837443141009,0.9851546832584226,1.6578384275725235
sh600199,0.6725161599233899,0.9850810479373635,1.6575972078607535
sh600200,0.6723485755326789,0.9850073997707472,1.6573559753034262
sh600201,0.6721809911419679,0.9849337387531301,1.6571147298950981
sh600202,0.6720134067512569,0.9848600648790651,1.656873471630322
sh600203,0.6718458223605458,0.9847863781431012,1.6566322005036471
sh600206,0.6716782379698348,0.9847126785397841,1.656390916509619
sh600207,0.6715106535791238,0.9846389660636554,1.6561496196427792
sh600208,0.6713430691884127,0.9845652407092536,1.6559083098976664
sh600209,0.6711754847977017,0.9844915024711127,1.6556669872688143
sh600210,0.6710079004069907,0.9844177513437637,1.6554256517507544
sh600211,0.6708403160162796,0.9843439873217338,1.6551843033380134
sh600212,0.6706727316255685,0.9842702103995461,1.6549429420251145
sh600213,0.6705051472348575,0.9841964205717205,1.654701567806578
sh600215,0.6703375628441465,0.984122617832773,1.6544601806769195
sh600216,0.6701699784534354,0.9840488021772158,1.6542187806306512
sh600217,0.6700023940627244,0.9839749735995574,1.6539773676622818
sh600218,0.6698348096720134,0.983901132094303,1.6537359417663162
sh600219,0.6696672252813023,0.9838272776559535,1.6534945029372556
sh600220,0.6694996408905913,0.9837534102790063,1.6532530511695978
sh600221,0.6693320564998803,0.9836795299579554,1.6530115864578356
sh600222,0.6691644721091692,0.9836056366872905,1.6527701087964597
sh600223,0.6689968877184581,0.9835317304614981,1.6525286181799563
sh600225,0.6688293033277471,0.9834578112750607,1.652287114602808
sh600226,0.6686617189370361,0.9833838791224572,1.6520455980594932
sh600227,0.668494134546325,0.9833099339981625,1.6518040685444875
sh600228,0.668326550155614,0.983235975896648,1.651562526052262
sh600229,0.6681589657649031,0.9831620048123814,1.6513209705772844
sh600230,0.667991381374192,0.9830880207398265,1.6510794021140185
sh600231,0.6678237969834809,0.9830140236734434,1.6508378206569243
sh600232,0.66765621259277,0.9829400136076885,1.6505962262004585
sh600233,0.6674886282020589,0.9828659905370142,1.650354618739073
sh600234,0.6673210438113478,0.9827919544558694,1.6501129982672174
sh600235,0.6671534594206368,0.9827179053586994,1.6498713647793362
sh600236,0.6669858750299258,0.9826438432399452,1.6496297182698711
sh600237,0.6668182906392147,0.9825697680940446,1.6493880587332592
sh600238,0.6666507062485036,0.9824956799154312,1.6491463861639348
sh600239,0.6664831218577927,0.9824215786985349,1.6489047005563275
sh600241,0.6663155374670816,0.982347464437782,1.6486630019048636
sh600242,0.6661479530763705,0.9822733371275949,1.6484212902039654
sh600243,0.6659803686856596,0.9821991967623922,1.6481795654480518
sh600246,0.6658127842949485,0.9821250433365888,1.6479378276315373
sh600247,0.6656451999042374,0.9820508768445956,1.647696076748833
sh600248,0.6654776155135264,0.9819766972808198,1.6474543127943462
sh600249,0.6653100311228154,0.9819025046396651,1.6472125357624805
sh600250,0.6651424467321043,0.9818282989155308,1.6469707456476352
sh600251,0.6649748623413932,0.981754080102813,1.6467289424442062
sh600252,0.6648072779506823,0.9816798481959034,1.6464871261465857
sh600255,0.6646396935599712,0.9816056031891903,1.6462452967491616
sh600256,0.6644721091692601,0.9815313450770582,1.6460034542463182
sh600257,0.6643045247785492,0.9814570738538875,1.6457615986324368
sh600258,0.6641369403878381,0.9813827895140549,1.6455197299018929
sh600259,0.6639693559971271,0.9813084920519334,1.6452778480490604
sh600260,0.6638017716064161,0.9812341814618918,1.6450359530683079
sh600261,0.663634187215705,0.9811598577382955,1.6447940449540006
sh600262,0.663466602824994,0.9810855208755058,1.6445521237004999
sh600265,0.663299018434283,0.9810111708678803,1.6443101893021632
sh600266,0.6631314340435719,0.9809368077097724,1.6440682417533443
sh600267,0.6629638496528609,0.9808624313955322,1.6438262810483932
sh600268,0.6627962652621499,0.9807880419195056,1.6435843071816554
sh600269,0.6626286808714388,0.9807136392760346,1.6433423201474735
sh600271,0.6624610964807278,0.9806392234594574,1.6431003199401852
sh600272,0.6622935120900167,0.9805647944641085,1.6428583065541251
sh600273,0.6621259276993057,0.9804903522843184,1.6426162799836241
sh600275,0.6619583433085946,0.9804158969144134,1.642374240223008
sh600276,0.6617907589178836,0.9803414283487167,1.6421321872666004
sh600277,0.6616231745271726,0.9802669465815469,1.6418901211087196
sh600278,0.6614555901364615,0.980192451607219,1.6416480417436805
sh600279,0.6612880057457505,0.9801179434200441,1.6414059491657946
sh600280,0.6611204213550395,0.9800434220143294,1.6411638433693687
sh600281,0.6609528369643284,0.9799688873843782,1.6409217243487064
sh600282,0.6607852525736174,0.9798943395244898,1.6406795920981072
sh600283,0.6606176681829063,0.9798197784289597,1.640437446611866
sh600284,0.6604500837921953,0.9797452040920795,1.640195287884275
sh600285,0.6602824994014842,0.9796706165081371,1.6399531159096212
sh600287,0.6601149150107732,0.979596015671416,1.639710930682189
sh600288,0.6599473306200622,0.9795214015761959,1.6394687321962582
sh600289,0.6597797462293512,0.9794467742167531,1.6392265204461043
sh600290,0.6596121618386401,0.9793721335873593,1.6389842954259994
sh600291,0.6594445774479292,0.9792974796822829,1.638742057130212
sh600292,0.6592769930572181,0.9792228124957875,1.6384998055530056
sh600293,0.659109408666507,0.9791481320221336,1.6382575406886406
sh600295,0.6589418242757961,0.9790734382555775,1.6380152625313735
sh600297,0.658774239885085,0.9789987311903714,1.6377729710754565
sh600298,0.6586066554943739,0.9789240108207636,1.6375306663151377
sh600299,0.6584390711036628,0.9788492771409986,1.6372883482446614
sh600300,0.6582714867129519,0.9787745301453169,1.6370460168582688
sh600301,0.6581039023222408,0.9786997698279548,1.6368036721501955
sh600302,0.6579363179315297,0.978624996183145,1.6365613141146746
sh600303,0.6577687335408188,0.9785502092051159,1.6363189427459348
sh600305,0.6576011491501077,0.9784754088880923,1.6360765580382
sh600306,0.6574335647593966,0.9784005952262945,1.6358341599856911
sh600307,0.6572659803686857,0.9783257682139395,1.635591748582625
sh600308,0.6570983959779746,0.9782509278452397,1.6353493238232142
sh600309,0.6569308115872635,0.978176074114404,1.6351068857016675
sh600310,0.6567632271965524,0.9781012070156367,1.6348644342121892
sh600311,0.6565956428058415,0.9780263265431388,1.6346219693489803
sh600312,0.6564280584151304,0.977951432691107,1.6343794911062375
sh600313,0.6562604740244193,0.9778765254537338,1.6341369994781532
sh600315,0.6560928896337084,0.977801604825208,1.6338944944589162
sh600316,0.6559253052429973,0.9777266707997142,1.6336519760427115
sh600318,0.6557577208522862,0.9776517233714331,1.6334094442237195
sh600319,0.6555901364615753,0.9775767625345414,1.6331668989961168
sh600320,0.6554225520708642,0.9775017882832117,1.6329243403540759
sh600321,0.6552549676801532,0.9774268006116126,1.6326817682917658
sh600322,0.6550873832894422,0.9773517995139086,1.6324391828033509
sh600323,0.6549197988987311,0.9772767849842604,1.6321965838829915
sh600325,0.6547522145080201,0.9772017570168243,1.6319539715248443
sh600326,0.654584630117309,0.977126715605753,1.631711345723062
sh600327,0.654417045726598,0.9770516607451949,1.631468706471793
sh600328,0.654249461335887,0.9769765924292942,1.6312260537651813
sh600329,0.6540818769451759,0.9769015106521913,1.6309833875973672
sh600330,0.6539142925544649,0.9768264154080227,1.6307407079624876
sh600331,0.6537467081637539,0.9767513066909204,1.6304980148546742
sh600332,0.6535791237730428,0.9766761844950126,1.6302553082680555
sh600333,0.6534115393823318,0.9766010488144233,1.630012588196755
sh600335,0.6532439549916207,0.9765258996432727,1.6297698546348935
sh600336,0.6530763706009097,0.9764507369756769,1.6295271075765867
sh600337,0.6529087862101987,0.9763755608057473,1.629284347015946
sh600338,0.6527412018194876,0.976300371127592,1.6290415729470795
sh600339,0.6525736174287766,0.9762251679353148,1.6287987853640913
sh600340,0.6524060330380655,0.9761499512230152,1.6285559842610806
sh600343,0.6522384486473545,0.9760747209847886,1.6283131696321431
sh600345,0.6520708642566435,0.9759994772147266,1.62807034147137
sh600346,0.6519032798659324,0.9759242199069166,1.627827499772849
sh600348,0.6517356954752214,0.9758489490554416,1.627584644530663
sh600350,0.6515681110845103,0.9757736646543809,1.6273417757388913
sh600351,0.6514005266937993,0.9756983666978094,1.6270988933916088
sh600352,0.6512329423030883,0.975623055179798,1.6268559974828862
sh600353,0.6510653579123773,0.9755477300944135,1.6266130880067908
sh600354,0.6508977735216662,0.9754723914357187,1.626370164957385
sh600355,0.6507301891309553,0.9753970391977719,1.6261272283287271
sh600356,0.6505626047402442,0.9753216733746275,1.6258842781148717
sh600358,0.6503950203495331,0.9752462939603359,1.6256413143098691
sh600359,0.6502274359588222,0.9751709009489431,1.6253983369077654
sh600360,0.6500598515681111,0.9750954943344912,1.6251553459026022
sh600361,0.6498922671774,0.9750200741110178,1.6249123412884177
sh600362,0.6497246827866889,0.9749446402725567,1.6246693230592455
sh600363,0.649557098395978,0.9748691928131374,1.6244262912091154
sh600365,0.6493895140052669,0.9747937317267853,1.6241832457320522
sh600366,0.6492219296145558,0.9747182570075216,1.6239401866220775
sh600367,0.6490543452238449,0.9746427686493633,1.6236971138732081
sh600368,0.6488867608331338,0.9745672666463231,1.6234540274794569
sh600369,0.6487191764424227,0.9744917509924099,1.6232109274348328
sh600370,0.6485515920517118,0.9744162216816281,1.6229678137333399
sh600371,0.6483840076610007,0.974340678707978,1.6227246863689788
sh600372,0.6482164232702896,0.9742651220654558,1.6224815453357455
sh600373,0.6480488388795785,0.9741895517480534,1.6222383906276319
sh600375,0.6478812544888676,0.9741139677497586,1.6219952222386262
sh600376,0.6477136700981565,0.9740383700645547,1.6217520401627112
sh600377,0.6475460857074454,0.9739627586864213,1.6215088443938668
sh600378,0.6473785013167345,0.9738871336093335,1.621265634926068
sh600379,0.6472109169260235,0.9738114948272624,1.6210224117532859
sh600380,0.6470433325353123,0.9737358423341741,1.6207791748694864
sh600381,0.6468757481446014,0.9736601761240317,1.620535924268633
sh600382,0.6467081637538903,0.9735844961907931,1.6202926599446834
sh600383,0.6465405793631793,0.9735088025284125,1.620049381891592
sh600385,0.6463729949724683,0.9734330951308396,1.619806090103308
sh600386,0.6462054105817572,0.9733573739920202,1.6195627845737772
sh600387,0.6460378261910462,0.9732816391058953,1.6193194652969414
sh600388,0.6458702418003351,0.9732058904664023,1.6190761322667373
sh600389,0.6457026574096241,0.9731301280674737,1.6188327854770979
sh600390,0.6455350730189131,0.9730543519030384,1.6185894249219515
sh600391,0.645367488628202,0.9729785619670205,1.6183460505952225
sh600392,0.645199904237491,0.9729027582533403,1.6181026624908312
sh600393,0.64503231984678,0.9728269407559134,1.6178592606026934
sh600395,0.6448647354560689,0.9727511094686513,1.6176158449247202
sh600396,0.6446971510653579,0.9726752643854614,1.6173724154508191
sh600397,0.6445295666746468,0.9725994055002467,1.6171289721748936
sh600398,0.6443619822839358,0.9725235328069058,1.6168855150908417
sh600399,0.6441943978932247,0.9724476462993332,1.616642044192558
sh600400,0.6440268135025137,0.9723717459714191,1.6163985594739327
sh600403,0.6438592291118027,0.9722958318170491,1.6161550609288517
sh600405,0.6436916447210916,0.9722199038301049,1.6159115485511966
sh600406,0.6435240603303806,0.9721439620044638,1.6156680223348445
sh600408,0.6433564759396696,0.9720680063339987,1.6154244822736683
sh600409,0.6431888915489585,0.9719920368125782,1.6151809283615366
sh600410,0.6430213071582475,0.9719160534340664,1.6149373605923139
sh600415,0.6428537227675364,0.9718400561923237,1.61469377895986
sh600416,0.6426861383768254,0.9717640450812055,1.614450183458031
sh600418,0.6425185539861143,0.9716880200945632,1.6142065740806775
sh600419,0.6423509695954034,0.9716119812262439,1.6139629508216473
sh600420,0.6421833852046923,0.9715359284700901,1.6137193136747823
sh600421,0.6420158008139814,0.9714598618199403,1.6134756626339217
sh600422,0.6418482164232703,0.9713837812696284,1.6132319976928988
sh600423,0.6416806320325592,0.9713076868129841,1.6129883188455434
sh600425,0.6415130476418482,0.9712315784438328,1.612744626085681
sh600426,0.6413454632511372,0.9711554561559952,1.6125009194071325
sh600428,0.6411778788604261,0.9710793199432881,1.6122571988037142
sh600429,0.641010294469715,0.9710031697995236,1.6120134642692387
sh600433,0.6408427100790041,0.9709270057185097,1.6117697157975137
sh600435,0.640675125688293,0.9708508276940497,1.6115259533823427
sh600436,0.6405075412975819,0.9707746357199428,1.6112821770175247
sh600438,0.640339956906871,0.9706984297899837,1.6110383866968547
sh600439,0.6401723725161599,0.9706222098979628,1.6107945824141225
sh600444,0.6400047881254488,0.9705459760376659,1.6105507641631147
sh600446,0.6398372037347378,0.9704697282028746,1.6103069319376124
sh600448,0.6396696193440268,0.9703934663873661,1.610063085731393
sh600449,0.6395020349533157,0.9703171905849133,1.6098192255382289
sh600452,0.6393344505626046,0.9702409007892843,1.609575351351889
sh600455,0.6391668661718937,0.9701645969942431,1.6093314631661366
sh600456,0.6389992817811826,0.9700882791935493,1.609087560974732
sh600458,0.6388316973904715,0.970011947380958,1.6088436447714294
sh600459,0.6386641129997606,0.9699356015502197,1.6085997145499804
sh600460,0.6384965286090496,0.969859241695081,1.6083557703041307
sh600461,0.6383289442183384,0.9697828678092834,1.6081118120276217
sh600462,0.6381613598276275,0.9697064798865644,1.607867839714192
sh600463,0.6379937754369165,0.9696300779206569,1.6076238533575733
sh600466,0.6378261910462054,0.9695536619052895,1.6073798529514949
sh600467,0.6376586066554943,0.969477231834186,1.6071358384896803
sh600468,0.6374910222647833,0.9694007877010663,1.6068918099658496
sh600469,0.6373234378740723,0.9693243294996453,1.6066477673737176
sh600470,0.6371558534833612,0.9692478572236338,1.606403710706995
sh600475,0.6369882690926502,0.9691713708667381,1.6061596399593883
sh600476,0.6368206847019392,0.9690948704226597,1.605915555124599
sh600477,0.6366531003112281,0.969018355885096,1.6056714561963241
sh600478,0.636485515920517,0.9689418272477398,1.6054273431682569
sh600479,0.6363179315298061,0.9688652845042792,1.6051832160340853
sh600480,0.636150347139095,0.9687887276483983,1.6049390747874934
sh600481,0.635982762748384,0.9687121566737762,1.60469491942216
sh600482,0.6358151783576729,0.9686355715740878,1.6044507499317606
sh600483,0.6356475939669619,0.9685589723430034,1.6042065663099652
sh600486,0.6354800095762508,0.9684823589741888,1.6039623685504396
sh600487,0.6353124251855398,0.9684057314613052,1.603718156646845
sh600488,0.6351448407948288,0.9683290897980095,1.6034739305928383
sh600489,0.6349772564041177,0.968252433977954,1.6032296903820717
sh600490,0.6348096720134067,0.9681757639947863,1.602985436008193
sh600491,0.6346420876226957,0.9680990798421497,1.6027411674648455
sh600493,0.6344745032319846,0.968022381513683,1.6024968847456678
sh600495,0.6343069188412737,0.9679456690030201,1.6022525878442937
sh600496,0.6341393344505625,0.9678689423037908,1.6020082767543533
sh600497,0.6339717500598515,0.9677922014096201,1.6017639514694717
sh600498,0.6338041656691406,0.9677154463141283,1.6015196119832689
sh600499,0.6336365812784295,0.9676386770109316,1.6012752582893612
sh600500,0.6334689968877184,0.9675618934936414,1.60103089038136
sh600501,0.6333014124970074,0.9674850957558644,1.6007865082528718
sh600502,0.6331338281062964,0.9674082837912028,1.6005421118974992
sh600503,0.6329662437155853,0.9673314575932545,1.6002977013088397
sh600505,0.6327986593248743,0.9672546171556123,1.6000532764804867
sh600506,0.6326310749341633,0.967177762471865,1.5998088374060284
sh600507,0.6324634905434522,0.9671008935355966,1.5995643840790488
sh600508,0.6322959061527411,0.9670240103403862,1.5993199164931273
sh600509,0.6321283217620302,0.9669471128798086,1.5990754346418388
sh600510,0.6319607373713191,0.966870201147434,1.5988309385187531
sh600511,0.631793152980608,0.9667932751368281,1.5985864281174362
sh600512,0.631625568589897,0.9667163348415516,1.5983419034314488
sh600513,0.631457984199186,0.966639380255161,1.598097364454347
sh600515,0.6312903998084749,0.9665624113712079,1.5978528111796828
sh600516,0.6311228154177639,0.9664854281832396,1.5976082436010035
sh600517,0.6309552310270529,0.9664084306847982,1.5973636617118512
sh600518,0.6307876466363418,0.9663314188694218,1.5971190655057637
sh600519,0.6306200622456307,0.9662543927306435,1.5968744549762741
sh600520,0.6304524778549198,0.9661773522619919,1.5966298301169117
sh600521,0.6302848934642087,0.9661002974569909,1.5963851909211995
sh600522,0.6301173090734977,0.9660232283091598,1.5961405373826576
sh600523,0.6299497246827866,0.965946144812013,1.5958958694947998
sh600525,0.6297821402920757,0.9658690469590607,1.5956511872511365
sh600526,0.6296145559013646,0.9657919347438081,1.5954064906451726
sh600527,0.6294469715106535,0.9657148081597559,1.5951617796704094
sh600528,0.6292793871199426,0.9656376672003997,1.5949170543203421
sh600529,0.6291118027292315,0.9655605118592312,1.5946723145884627
sh600530,0.6289442183385204,0.9654833421297367,1.5944275604682572
sh600531,0.6287766339478094,0.9654061580053983,1.5941827919532077
sh600532,0.6286090495570984,0.965328959479693,1.5939380090367914
sh600533,0.6284414651663873,0.9652517465460935,1.593693211712481
sh600535,0.6282738807756763,0.9651745191980675,1.5934483999737439
sh600536,0.6281062963849653,0.965097277429078,1.5932035738140433
sh600537,0.6279387119942542,0.9650200212325837,1.5929587332268378
sh600538,0.6277711276035431,0.964942750602038,1.5927138782055812
sh600539,0.6276035432128322,0.9648654655308901,1.5924690087437223
sh600540,0.6274359588221211,0.964788166012584,1.592224124834705
sh600543,0.62726837443141,0.9647108520405594,1.5919792264719694
sh600545,0.627100790040699,0.964633523608251,1.5917343136489501
sh600546,0.626933205649988,0.9645561807090889,1.5914893863590769
sh600547,0.6267656212592769,0.9644788233364983,1.5912444445957752
sh600548,0.6265980368685659,0.9644014514838998,1.5909994883524656
sh600549,0.6264304524778549,0.9643240651447093,1.5907545176225641
sh600550,0.6262628680871438,0.9642466643123375,1.5905095323994813
